Item Fat Content,Sr No,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Regular,226,FDP48,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.044272226,7.52,181.395,5
Regular,227,FDI12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.100966837,9.395,86.8856,5
Regular,228,FDY12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.141406394,9.8,50.0008,5
Regular,229,FDX48,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.038102203,17.75,154.0656,5
Regular,230,FDV60,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.118025091,20.2,195.811,5
Regular,231,FDQ47,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,0.169137707,7.155,35.2874,5
Regular,232,FDZ13,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.154363209,7.84,50.835,5
Regular,233,FDM04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.047387144,9.195,50.8666,5
Regular,234,FDS04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.147492524,10.195,141.5838,5
Regular,235,FDV28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0,16.1,35.1558,5
Regular,236,FDU19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.047036036,8.77,170.5422,5
Regular,237,FDE56,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.160095901,17.25,61.5194,5
Regular,238,FDI07,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.033951827,12.35,197.2426,5
Regular,239,FDU15,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,13.65,36.6532,5
Regular,240,FDU27,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.172446822,18.6,47.1376,5
Regular,241,FDN39,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.065890998,19.35,167.0816,5
Regular,242,FDV10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.067083367,7.645,44.0112,5
Regular,243,FDO45,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.038167453,13.15,89.4856,5
Regular,244,FDB23,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.005620213,19.2,226.6062,5
low fat,245,NCY41,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.076164013,16.75,34.0532,5
Regular,246,FDW31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.043402224,11.35,197.0742,5
Regular,247,FDR55,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.13283066,12.15,190.6872,5
Regular,248,FDX10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.124410284,6.385,34.3874,5
Low Fat,249,DRF49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.071064499,7.27,114.4518,5
Low Fat,250,FDA23,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.047178116,9.8,99.4016,5
Low Fat,251,FDR60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.130390458,14.3,77.2328,5
Low Fat,252,FDN60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.095140088,15.1,159.9604,5
Low Fat,253,FDU48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055347985,18.85,131.5284,5
Low Fat,254,FDG60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.060688248,20.35,234.2616,5
Low Fat,255,FDU11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.092576144,4.785,121.0098,5
Low Fat,256,FDT49,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.151376958,7,108.228,5
Low Fat,257,FDS37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.031938828,7.655,114.1492,5
Low Fat,258,FDK50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.028357839,7.96,163.2894,5
Low Fat,259,FDG26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.042641788,18.85,257.833,5
Low Fat,260,FDD14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.169776346,20.7,184.4266,5
Low Fat,261,FDK41,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.127517605,14.3,86.0224,5
Low Fat,262,FDD16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.036346224,20.5,72.9696,5
Low Fat,263,FDZ44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.038721734,8.185,115.8808,5
Low Fat,264,FDO44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.087436672,12.6,109.9228,5
Low Fat,265,DRL11,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.048009081,10.5,157.0946,5
Low Fat,266,NCU17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.092865746,5.32,100.6674,5
Low Fat,267,NCL41,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.041729735,12.35,36.3216,5
Low Fat,268,NCS53,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.089761211,14.5,159.4604,5
Low Fat,269,NCV17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.016104504,18.85,130.2626,5
Low Fat,270,NCO14,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029638267,9.6,42.6086,5
Low Fat,271,NCU18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055829496,15.1,140.2496,5
Low Fat,272,NCI54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.033592687,15.2,108.1912,5
Low Fat,273,NCQ50,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0,18.75,213.3218,5
Low Fat,274,NCC18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.177236497,19.1,172.3422,5
Low Fat,275,NCQ38,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.013363902,16.35,106.128,5
Low Fat,276,FDL10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.039484739,8.395,97.9042,5
Low Fat,277,FDE34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.107870997,9.195,181.2634,5
Low Fat,278,FDL46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.054046706,20.35,119.5466,5
Low Fat,279,FDH10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.049295686,21,194.4478,5
Low Fat,280,DRE60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.159304333,9.395,226.172,5
Low Fat,281,DRD60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03722507,15.7,182.4634,5
Regular,282,FDR36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.121563385,6.715,43.7454,5
Regular,283,FDL24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024891881,10.3,170.9422,5
Regular,284,FDM36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.058719726,11.65,171.1422,5
Regular,285,FDD26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.072141818,8.71,183.3924,5
Regular,286,FDI02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.11454343,15.7,113.7202,5
Regular,287,FDE04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.018019662,19.75,181.566,5
Regular,288,FDQ08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.018926773,15.7,60.2536,5
Regular,289,FDV20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.059790095,20.2,127.4678,5
Regular,290,FDW03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024536636,5.63,106.1306,5
Regular,291,FDX51,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.022054553,9.5,195.4452,5
Regular,292,FDR03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.008734284,15.7,207.898,5
Regular,293,FDW21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.005962753,5.34,102.4358,5
Regular,294,FDJ58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.105276162,15.6,173.2764,5
Low Fat,295,FDR48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.220111117,11.65,153.0024,5
Low Fat,296,FDO16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.02528802,5.48,83.325,5
Low Fat,297,FDE53,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.044991876,10.895,107.228,5
Low Fat,298,FDV31,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.178622919,9.8,177.937,5
Low Fat,299,FDF32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.113953562,16.35,198.2426,5
Low Fat,300,DRN35,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.117580062,8.01,36.6532,5
Low Fat,301,NCQ17,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.195721125,10.3,156.463,5
Low Fat,302,NCQ41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.032606181,14.8,193.5794,5
Low Fat,303,NCN06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.20168772,8.39,162.8868,5
Low Fat,304,NCF30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.211306673,17,125.1362,5
Low Fat,305,FDQ39,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.13564792,14.8,190.8846,5
Low Fat,306,FDL45,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.063081713,15.6,125.7704,5
Low Fat,307,FDR10,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.016804724,17.6,163.4552,5
Low Fat,308,FDZ09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.175545889,17.6,163.6868,5
Low Fat,309,DRJ13,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.105265475,12.65,159.9578,5
Low Fat,310,DRD24,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.051544658,13.85,142.5154,5
Low Fat,311,DRH25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.02442574,18.7,52.9324,5
Regular,312,FDC60,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.191603334,5.425,87.0514,5
Regular,313,FDJ36,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.214681063,14.5,102.7332,5
Regular,314,FDU47,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.190569038,12.8,138.7838,5
Regular,315,FDA03,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.076097035,18.5,145.8102,5
Regular,316,FDY40,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.143670179,15.5,48.4692,5
Regular,317,FDZ16,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.267565911,16.85,194.1478,5
Regular,318,FDW07,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.238831875,18,88.2514,5
Low Fat,319,FDW23,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.081944045,5.765,36.7164,5
Low Fat,320,FDW59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.020698674,13.15,86.3566,5
Low Fat,321,DRF27,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.028393624,8.93,153.434,5
Low Fat,322,FDB15,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.136696892,10.895,264.5568,5
Low Fat,323,FDG16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.089742065,15.25,213.7192,5
Low Fat,324,FDJ04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.124348482,18,118.3124,5
Low Fat,325,FDJ32,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.057744249,10.695,61.2536,5
Low Fat,326,FDM56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.070133177,16.7,109.8912,5
Low Fat,327,FDB45,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.021312043,20.85,104.9306,5
Low Fat,328,DRJ23,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.041634206,18.35,188.1872,5
Low Fat,329,NCN06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.120396991,8.39,163.4868,5
Low Fat,330,NCF43,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.05190268,8.51,142.247,5
Low Fat,331,NCG07,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.052458358,12.3,188.753,5
Low Fat,332,NCB55,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.160529322,15.7,59.2562,5
Low Fat,333,NCN30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.016979063,16.35,97.441,5
Low Fat,334,FDF22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.056783389,6.865,214.5218,5
Low Fat,335,FDQ10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.03315162,12.85,170.6422,5
Low Fat,336,DRK13,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.11507174,11.8,198.2084,5
Low Fat,337,DRL37,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.053327763,15.5,44.477,5
Regular,338,FDL38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.014720848,13.8,89.9172,5
Regular,339,FDV13,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.02758789,17.35,86.1856,5
Regular,340,FDX04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.041536962,19.6,46.0376,5
Regular,341,FDF53,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.083536989,20.75,180.3318,5
Regular,342,FDD21,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0,10.3,115.0176,5
Regular,343,FDO20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.152001201,12.85,252.3382,5
Regular,344,FDC21,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.042923071,14.6,109.8254,5
Regular,345,FDV19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.035227697,14.85,159.5578,5
Regular,346,FDW43,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.022406575,20.1,225.9036,5
Regular,347,FDO46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.014200671,9.6,187.1872,5
Regular,348,FDT10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.061992874,16.7,60.9562,5
Regular,349,FDB23,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.005583951,19.2,226.9062,5
Low Fat,350,FDN60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.095545715,15.1,157.3604,5
Low Fat,351,FDU23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021811987,12.15,163.6184,5
Low Fat,352,FDM13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.063432676,6.425,132.8626,5
Low Fat,353,FDB50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.154244343,13,77.9986,5
Low Fat,354,FDC04,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045168898,15.6,242.9854,5
Low Fat,355,DRF03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045492697,19.1,40.3138,5
Low Fat,356,FDG53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046043736,10,140.618,5
Low Fat,357,FDP16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039454924,18.6,244.0802,5
Low Fat,358,FDE08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049520593,18.2,147.3734,5
Low Fat,359,FDQ44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036287517,20.5,121.2756,5
Low Fat,360,DRJ47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.044430561,18.25,174.208,5
Low Fat,361,NCO05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046749112,7.27,100.4384,5
Low Fat,362,NCB54,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.050256604,8.76,127.3336,5
Low Fat,363,NCJ29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035336287,10.6,87.0224,5
Low Fat,364,NCE06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.091857904,5.825,160.7894,5
Low Fat,365,NCP14,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.110739031,8.275,103.3306,5
Low Fat,366,NCH06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076866235,12.3,247.146,5
Low Fat,367,NCH55,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034813556,16.35,128.402,5
Low Fat,368,NCN42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014280554,20.25,148.0418,5
Low Fat,369,FDM03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.123531974,12.65,108.2938,5
Low Fat,370,FDK55,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02586664,18.5,88.9172,5
Low Fat,371,FDU39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036184755,18.85,58.5562,5
Low Fat,372,NCO07,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009816092,9.06,211.856,5
Low Fat,373,FDF22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057062186,6.865,212.0218,5
Low Fat,374,FDI46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.074648119,9.5,253.3724,5
Low Fat,375,FDD22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.100055625,10,113.3544,5
Low Fat,376,FDZ45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.067148407,14.1,200.4084,5
Low Fat,377,FDT45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057546914,15.85,55.8956,5
Low Fat,378,FDL34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041112694,16,139.9496,5
Low Fat,379,FDA45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.156012631,21.25,177.337,5
Low Fat,380,DRI01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,7.97,172.0422,5
Low Fat,381,DRJ13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.063146492,12.65,159.6578,5
Regular,382,FDU47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.114318263,12.8,142.2838,5
Regular,383,FDB02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029283081,9.695,175.137,5
Regular,384,FDM50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030211742,13,59.322,5
Regular,385,FDC14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,14.5,41.0454,5
Regular,386,FDH50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.162093059,15,182.5266,5
Regular,387,FDD52,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.184041545,18.25,110.157,5
Regular,388,FDH04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011419301,6.115,91.0488,5
Regular,389,FDH56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06407717,9.8,116.7492,5
Regular,390,FDX31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014885998,20.35,234.4958,5
Regular,391,FDO51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042153502,6.785,44.0112,5
Regular,392,FDV22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009979271,14.85,155.763,5
Regular,393,FDJ21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038685176,16.7,146.6102,5
Low Fat,394,FDI14,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.089243504,,139.2496,5
Low Fat,395,FDU25,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026552056,,56.2246,5
Low Fat,396,FDC53,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.008792907,,96.7384,5
Low Fat,397,FDD28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.053038775,,59.5904,5
Low Fat,398,FDO40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.032470108,,148.9392,5
Low Fat,399,FDT40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.095331433,,125.5678,5
Low Fat,400,FDD33,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,,231.9642,5
Low Fat,401,FDW20,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.024032484,,124.973,5
Low Fat,402,DRN47,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.016745264,,180.766,5
Low Fat,403,NCY53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.058198141,,110.4544,5
Low Fat,404,NCE19,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.092564193,,53.4956,5
Low Fat,405,NCE55,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.12929931,,178.237,5
Low Fat,406,NCG43,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.073879939,,94.0462,5
Low Fat,407,NCH06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.076183667,,245.646,5
Low Fat,408,NCM30,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.066969525,,39.2796,5
Low Fat,409,NCN42,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.014153743,,145.6418,5
Low Fat,410,NCU42,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.019412192,,166.5474,5
Low Fat,411,NCJ19,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.117607719,,55.2588,5
Low Fat,412,FDD46,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.140571971,,154.7998,5
Low Fat,413,FDL33,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.099478451,,194.4452,5
Low Fat,414,FDP09,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.033725743,,211.6902,5
Low Fat,415,DRL37,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.053113721,,44.377,5
Regular,416,FDE36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,,165.5868,5
Regular,417,FDG12,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.006295472,,122.4098,5
Regular,418,FDU24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.139484292,,94.312,5
Regular,419,FDK25,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.156072361,,169.3474,5
Regular,420,FDB14,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.102226474,,91.312,5
Regular,421,FDH50,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.160653682,,185.2266,5
Regular,422,FDZ02,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.037962696,,97.5726,5
Regular,423,FDH05,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.090473389,,229.7984,5
Regular,424,FDT19,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.144338493,,172.108,5
Regular,425,FDW19,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.038313981,,109.957,5
Regular,426,FDR51,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.172629683,,148.4708,5
Regular,427,FDY34,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.010928678,,167.0842,5
Regular,428,FDP49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.069196376,9,54.3614,4.9
Regular,429,FDG35,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00704098,21.2,173.5738,4.9
Low Fat,430,FDS52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.009585169,,102.5016,4.9
Low Fat,431,FDR21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.066935459,19.7,177.537,4.9
Regular,432,FDQ36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,7.855,38.3848,4.9
Regular,433,FDE20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.005530516,11.35,171.179,4.9
Regular,434,FDO20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0,12.85,252.3382,4.9
Low Fat,435,FDZ20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.034376537,16.1,256.1356,4.9
Low Fat,436,FDK38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.053279839,6.65,147.7734,4.9
Low Fat,437,NCN53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.050808821,5.175,33.6874,4.9
Regular,438,FDN04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.014075334,11.8,176.8344,4.9
Low Fat,439,NCP42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.016176344,8.51,192.1478,4.9
Regular,440,FDY11,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029680868,6.71,65.0142,4.9
Low Fat,441,FDW28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.088394115,,194.7452,4.9
Low Fat,442,NCL53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,,175.4028,4.9
Regular,443,FDW57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.115857223,8.31,179.1028,4.8
Low Fat,444,NCN07,Others,2011,OUT010,Tier 3,Small,Grocery Store,0.056816465,18.5,132.1284,4.8
Regular,445,FDP28,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.134975628,13.65,260.0936,4.8
Regular,446,FDR52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076354362,12.65,192.1846,4.8
